,X,Y,Z,X_c,Y_c,Z_c,surface,series,id,order_series,smooth
193,442988.714,7778396.536,-2712.45,0.5320445642267949,0.48483919300274364,0.4859511905317376,h3,Strat_3,4,4,2e-06
194,441998.0,7778858.0,-2689.1,0.5193450343193955,0.49075449839782675,0.4862505039797536,h3,Strat_3,4,4,2e-06
195,441700.694,7779003.139,-2682.85,0.5155339986030847,0.49261497182530994,0.4863306199990299,h3,Strat_3,4,4,2e-06
196,440998.5,7779346.667,-2630.7,0.506532880516738,0.49701850716449797,0.48699910806387087,h3,Strat_3,4,4,2e-06
197,439998.5,7779851.75,-2580.49,0.4937143174325384,0.5034929454627501,0.4876427281163285,h3,Strat_3,4,4,2e-06
198,439671.676,7780005.279,-2575.55,0.48952490337110766,0.5054609666345055,0.4877060518179645,h3,Strat_3,4,4,2e-06
199,438994.527,7780328.732,-2542.97,0.48084482619720526,0.5096071693197758,0.48812368060324773,h3,Strat_3,4,4,2e-06
200,437998.83,7780813.696,-2488.12,0.4680814213899572,0.5158237109473495,0.48882677878841607,h3,Strat_3,4,4,2e-06
201,437624.559,7781002.235,-2460.42,0.46328380496587057,0.5182405100126798,0.4891818529858484,h3,Strat_3,4,4,2e-06
202,436992.706,7781315.216,-2435.56,0.4551843574254298,0.5222524767053316,0.48950052246412157,h3,Strat_3,4,4,2e-06
203,435996.635,7781804.916,-2400.81,0.442416158475588,0.5285297270476665,0.48994596753129754,h3,Strat_3,4,4,2e-06
204,435594.778,7782006.293,-2399.29,0.4372649291702606,0.5311110908258656,0.48996545174718553,h3,Strat_3,4,4,2e-06
205,434991.994,7782308.359,-2386.75,0.4295381044401146,0.5349831429024648,0.4901261965282614,h3,Strat_3,4,4,2e-06
206,433996.424,7782796.347,-2338.62,0.4167763275903779,0.5412384478647959,0.4907431539695039,h3,Strat_3,4,4,2e-06
207,433563.312,7783002.125,-2319.05,0.41122445409585373,0.5438762261391354,0.49099401324906167,h3,Strat_3,4,4,2e-06
208,432994.854,7783272.208,-2282.73,0.403937639362136,0.5473383021126007,0.4914595834602798,h3,Strat_3,4,4,2e-06
209,431998.748,7783762.223,-2218.2,0.3911689917625866,0.5536195903023123,0.4922867653361032,h3,Strat_3,4,4,2e-06
210,431530.495,7784001.447,-2186.67,0.3851666611427206,0.5566860982375601,0.492690934630148,h3,Strat_3,4,4,2e-06
211,430994.085,7784271.61,-2149.31,0.3782906557187254,0.5601491996960849,0.49316983614697374,h3,Strat_3,4,4,2e-06
212,429994.292,7784751.5,-2105.42,0.3654747460770842,0.5663006999345571,0.49373244288073925,h3,Strat_3,4,4,2e-06
213,429484.189,7785005.331,-2073.89,0.35893595859214467,0.5695544486207856,0.49413661217478405,h3,Strat_3,4,4,2e-06
214,428998.756,7785240.323,-2033.24,0.35271340505849214,0.572566708397063,0.4946576867641568,h3,Strat_3,4,4,2e-06
